module,key,english,old_zh,translation
mangoUI,ui.app.xid,XID,XID,XID
mangoUI,ui.app.configureSeries,Configure all points/series,Configure all points/series,配置所有點/系列
mangoUI,ui.app.previewWatchListParameters,Preview of parameter inputs,Preview of parameter inputs,參數輸入的預覽
mangoUI,ui.app.chooseWatchListParameters,Choose parameters and set defaults,Choose parameters and set defaults,選擇參數並設定預設值
mangoUI,ui.app.usePlainTextArea,Use plain text area,Use plain text area,使用純文本區域
mangoUI,ui.app.numberOfValues,Number of values,Number of values,值數
mangoUI,ui.app.moduleUnloaded,Module was unloaded due to unsatisfied dependencies,Module was unloaded due to unsatisfied dependencies,由於不滿意的依賴性，模塊被卸載
mangoUI,ui.app.showItemAsFolder,Show menu item as folder,Show menu item as folder,將菜單項顯示為檔案夾
mangoUI,ui.app.menuTextAndIcon,Menu text & icon,Menu text & icon,菜單文字和圖標
mangoUI,ui.app.stateNameAndUrl,State name & url,State name & url,狀態名稱和URL
mangoUI,ui.app.linkToContent,Link to content,Link to content,鏈接到內容
mangoUI,ui.app.dateBarSettings,Date bar settings,Date bar settings,日期欄設定
mangoUI,ui.app.noContent,No content (folder only),No content (folder only),沒有內容（僅限檔案夾）
mangoUI,ui.app.mangoLegacyWindow,Mango legacy window,Mango legacy window, Mango 遺產窗口
mangoUI,ui.app.upgradeError,Upgrade error: {0},Upgrade error: {0},升級錯誤：{0}
mangoUI,ui.app.pointValuesLimit,Point values limit,Point values limit,點值限制
mangoUI,ui.app.pointValuesLimited,"Point values limited to {0} values, please reduce the time range or adjust the rollup interval","Point values limited to {0} values, please reduce the time range or adjust the rollup interval",點值限制為{0}值，請減少時間範圍或調整匯總間隔
mangoUI,ui.app.deletePage,Delete page,Delete page,刪除頁面
mangoUI,ui.app.editNameAndPermissions,Edit name and permissions,Edit name and permissions,編輯名稱和權限
mangoUI,ui.app.na,N/A,N/A,N/A。
mangoUI,ui.app.hasNotes,Has notes,Has notes,有筆記
mangoUI,ui.app.errorCheckingForUpgrades,Error checking for upgrades — {0},Error checking for upgrades \u2014 {0},錯誤檢查升級 -  {0}
mangoUI,ui.app.eventAudioFiles,Event audio and notifications,Event audio files,事件音頻和通知
mangoUI,ui.app.audioFile,Audio file,Audio file,音頻檔案
mangoUI,ui.app.eventLevel,Event level,Event level,事件級別
mangoUI,ui.app.readMessageAloud,Read message aloud,Read message aloud,大聲朗讀消息
mangoUI,ui.app.visualNotification,Visual notification,Visual notification,視覺通知
mangoUI,ui.app.simplify,Simplify,Simplify,簡化
mangoUI,ui.app.simplifyTolerance,Simplify tolerance,Simplify tolerance,簡化公差
mangoUI,ui.app.autoSimplifyTolerance,Auto tolerance,Auto tolerance,自動公差
mangoUI,ui.app.authTokens,Auth tokens,Auth tokens,身份令牌
mangoUI,ui.app.editUserX,Edit user {0},Edit user {0},編輯用戶{0}
mangoUI,ui.app.expiryPreset,Quick expiry date,Quick expiry date,快速到期日期
mangoUI,ui.app.expiryDate,Expiry date,Expiry date,到期日
mangoUI,ui.app.authToken,Authentication token,Authentication token,身份驗證令牌
mangoUI,ui.app.createAuthToken,Create auth token,Create auth token,建立auth令牌
mangoUI,ui.app.revokeAuthTokensForUser,Revoke auth tokens for {0},Revoke auth tokens for {0},撤銷{0}的驗證令牌
mangoUI,ui.app.revokeAllAuthTokens,Revoke all auth tokens,Revoke all auth tokens,撤銷所有授權令牌
mangoUI,ui.app.confirmRevokeAuthTokensForUser,Revoke authentication tokens for {0}?,Revoke authentication tokens for {0}?,撤銷{0}的身份驗證令牌？
mangoUI,ui.app.confirmRevokeAllAuthTokens,Revoke all authentication tokens for all users? This will change the private key used to sign the JWT auth tokens.,Revoke all authentication tokens for all users? This will change the private key used to sign the JWT auth tokens.,撤銷所有用戶的所有身份驗證令牌？這將更改用於簽署JWT Auth令牌的私鑰。
mangoUI,ui.app.revokeAuthTokensForUserSuccess,Successfully revoked authentication tokens for {0},Successfully revoked authentication tokens for {0},成功撤銷了{0}的身份驗證令牌
mangoUI,ui.app.revokeAuthTokensForUserFailure,Failed to revoke authentication tokens for {0}: {1},Failed to revoke authentication tokens for {0}: {1},無法撤銷{0}的身份驗證令牌：{1}
mangoUI,ui.app.revokeAllAuthTokensSuccess,Successfully revoked all authentication tokens,Successfully revoked all authentication tokens,成功撤銷了所有身份驗證令牌
mangoUI,ui.app.revokeAllAuthTokensFailure,Failed to revoke all authentication tokens: {0},Failed to revoke all authentication tokens: {0},無法撤銷所有身份驗證令牌：{0}
mangoUI,ui.app.createAuthTokenSuccess,Authentication token created,Authentication token created,建立了身份驗證令牌
mangoUI,ui.app.createAuthTokenFailure,Failed to create authentication token: {0},Failed to create authentication token: {0},無法建立身份驗證令牌：{0}
mangoUI,ui.app.deleteSelectedPoints,Delete selected data points,Delete selected data points,刪除選定的資料點
mangoUI,ui.app.xidShort,XID,XID,XID
mangoUI,ui.app.null,<null>,<null>,<NULL>
mangoUI,ui.app.pointXofX,Point {0} of {1},Point {0} of {1},{1}的點{0}
mangoUI,ui.app.xPointsSelectedLong,"{0, plural, =0{No data points} =1{1 data point} other{# data points}} selected","{0, plural, =1{1 data point} other{# data points}} selected",{0，複數，= 0 {無資料點} = 1 {1 data Point}其他{＃資料點}}選擇
mangoUI,ui.app.fixedTagValue,Fixed tag value,Fixed tag value,固定標籤值
mangoUI,ui.app.noTags,"No tags, add one below","No tags, add one below",沒有標籤，在下面新增一個
mangoUI,ui.app.newTagWatchList,New tag watch list,New tag watch list,新標籤觀察列表
mangoUI,ui.app.sortBy,Sort by ''{0}'',Sort by {0},按''{0}''排序
mangoUI,ui.app.resetColumn,Reset column ''{0}'',Reset column {0},重置列''{0}'''
mangoUI,ui.app.nullColumn,Set column ''{0}'' to null,Set column ''{0}'' to null,設定列'{0}''to null
mangoUI,ui.app.removeTag,Remove tag ''{0}'',Remove tag {0},刪除標籤''{0}''
mangoUI,ui.app.selectAll,Select all,Select all,選擇全部
mangoUI,ui.app.deselectAll,Deselect all,Deselect all,取消選擇
mangoUI,ui.app.bulkEditNoChanges,No changes have been made,No columns have been changed,沒有改變
mangoUI,ui.app.bulkEditNoPointsSelected,No data points are selected,No data points are selected,未選擇資料點
mangoUI,ui.app.bulkEditConfirmEdit,"Edit {0, plural, =1{1 data point} other{# data points}}?","Edit {0, plural, =1{1 point} other{# points}}?",編輯{0，複數，= 1 {1 data Point}其他{＃資料點}}？
mangoUI,ui.app.bulkEditConfirmDelete,"Delete {0, plural, =1{1 data point} other{# data points}}?","Delete {0, plural, =1{1 point} other{# points}}?",刪除{0，複數，= 1 {1 data Point}其他{＃資料點}}？
mangoUI,ui.app.bulkEditConfirmPurge,"Purge point values for {0, plural, =1{1 data point} other{# data points}}?","Purge point values for {0, plural, =1{1 data point} other{# data points}}?",{0，複數，= 1 {1 data Point}的清除點值其他{＃data Point}}？
mangoUI,ui.app.bulkEditConfirmPurgeDataSource,Purge point values for data source '{0}'?,Purge point values for data source '{0}'?,資料來源的清除點值'{0}'？
mangoUI,ui.app.errorStartingBulkEdit,Error starting edit: {0},Error starting bulk edit: {0},錯誤開始編輯：{0}
mangoUI,ui.app.bulkEditCancelled,"Edit cancelled, processed {0} of {1} points, {2} had errors.","Bulk edit cancelled, processed {0} of {1} points, {2} had errors.",編輯取消，處理{1}點的處理{0}，{2}有錯誤。
mangoUI,ui.app.bulkEditTimedOut,"Edit timed out, processed {0} of {1} points, {2} had errors.","Bulk edit timed out, processed {0} of {1} points, {2} had errors.",編輯時間，{1}點的處理{0}，{2}有錯誤。
mangoUI,ui.app.bulkEditError,"Edit error, processed {0} of {1} points, {2} had errors. Error: {3}","Bulk edit error, processed {0} of {1} points, {2} had errors. Error: {3}",編輯錯誤，{1}點的處理{0}，{2}有錯誤。錯誤：{3}
mangoUI,ui.app.bulkEditSuccess,"Edit completed successfully, processed all {0} points with no errors.","Bulk edit completed successfully, processed all {0} points with no errors.",編輯成功完成，處理了所有{0}點，沒有任何錯誤。
mangoUI,ui.app.bulkEditSuccessWithErrors,"Edit completed, processed {0} of {1} points, {2} had errors.","Bulk edit completed, processed {0} of {1} points, {2} had errors.",編輯完成，處理{1}點的處理{0}，{2}有錯誤。
mangoUI,ui.app.showPointBrowser,Show point browser,Show point browser,顯示點瀏覽器
mangoUI,ui.app.hidePointBrowser,Hide point browser,Hide point browser,隱藏點瀏覽器
mangoUI,ui.app.customTimeFormat,Custom time format,Custom time format,自定義時間格式
mangoUI,ui.app.showRevisionHistory,Show revision history,Show revision history,顯示修訂歷史記錄
mangoUI,ui.app.downloadManifest,Download module manifest,Download module manifest,下載模塊清單
mangoUI,ui.app.downloadCSV,Download CSV,Download CSV,下載CSV
mangoUI,ui.app.uploadCSV,Upload CSV,Upload CSV,上傳CSV
mangoUI,ui.app.uploadingCSV,Uploading CSV,Uploading CSV,上傳CSV
mangoUI,ui.app.requiredParameter,Required parameter not supplied,Required parameter not supplied,不提供所需參數
mangoUI,ui.app.saveSettings,Save settings,Save settings,保存設定
mangoUI,ui.app.saveAsNewWatchList,Save as new watch list,Save as new watch list,另存為新觀察列表
mangoUI,ui.app.errorGettingPoints,Error getting points: {0},Error getting points: {0},錯誤取得點：{0}
mangoUI,ui.app.rowNumber,Row,Row,排
mangoUI,ui.app.errorDoingX,"Error {0, select, CREATE{creating} UPDATE{updating} DELETE{deleting} other{performing operation on}} data point: {1}","Error {0, select, CREATE{creating} UPDATE{updating} DELETE{deleting} other{performing operation on}} data point: {1}",error {0，選擇，建立{建立} update {updatitating} delete {deleting}其他{perfort {perfort {perform of}}} data Point：{1}
mangoUI,ui.app.genericRestError,Mango API error: {0},Mango API error: {0}, Mango API錯誤：{0}
mangoUI,ui.app.axisMinimum,Minimum,Minimum,最低限度
mangoUI,ui.app.axisMaximum,Maximum,Maximum,最大限度
mangoUI,ui.app.axisGridCount,Grid count,Grid count,網格計數
mangoUI,ui.app.upgradesAvailable,"{0, plural, =1{An upgrade is available} other{There are # upgrades available}}.","{0, plural, =1{An upgrade is available} other{There are # upgrades available}}.",{0，複數，= 1 {可用升級}其他{有＃升級可用}}。
mangoUI,ui.app.goToUpgradesPage,Go to upgrades page.,Go to upgrades page.,轉到升級頁面。
mangoUI,ui.app.dismiss,Dismiss,Dismiss,解僱
mangoUI,ui.app.resetSort,Reset sort order to natural order,Reset sort order to natural order,將排序訂單重置為自然順序
mangoUI,ui.app.restartInstanceConfirm,Are you sure you want to restart Mango instance ''{0}''?,Are you sure you want to restart Mango instance ''{0}''?,您確定要重新啟動 Mango 實體'{0}''？
mangoUI,ui.app.showStackTrace,Show stack trace,Show stack trace,顯示堆棧跟踪
mangoUI,ui.app.noExceptionFound,No exception found,No exception found,沒有例外
mangoUI,ui.app.editSelectedPoints,Edit selected data points,Edit selected data points,編輯選定的資料點
mangoUI,ui.app.lastPasswordChange,Password was last changed {0} ({1}).,Password was last changed {0} ({1}).,密碼最後更改{0}（{1}）。
mangoUI,ui.app.lastLogin,User last logged in {0} ({1}).,User last logged in {0} ({1}).,用戶最後登錄在{0}（{1}）中。
mangoUI,ui.app.lastPasswordChangeStatic,Last password change,Last password change,最後一個密碼更改
mangoUI,ui.app.lastLoginStatic,Last login,Last login,最後登錄
mangoUI,ui.app.userCreated,Date created,Date created,建立的日期
mangoUI,ui.app.userEmailVerified,Email verified,Email verified,電子郵件已驗證
mangoUI,ui.app.relativeTime,Relative time,Relative time,相對時間
mangoUI,ui.app.userProperty,Property,Property,財產
mangoUI,ui.app.neverLoggedIn,User has never logged in.,User has never logged in.,用戶從未登錄。
mangoUI,ui.app.lists,Lists,Lists,列表
mangoUI,ui.app.hierarchy,Hierarchy,Hierarchy,等級制度
mangoUI,ui.app.devices,Devices,Devices,裝置
mangoUI,ui.app.sources,Sources,Sources,來源
mangoUI,ui.app.tags,Tags,Tags,標籤
mangoUI,ui.app.tagsLong,Data point tags,Data point tags,資料點標籤
mangoUI,ui.app.bustCache,Bust cache,Bust cache,胸圍緩存
mangoUI,ui.app.setLastUpgradeToNow,"Sets the last upgrade timestamp to the current time, busts browser caching","Sets the last upgrade timestamp to the current time, busts browser caching",將最後一次升級時間戳設定為當前時間，破壞瀏覽器緩存
mangoUI,ui.app.deleteModuleFailed,Marking module for deletion failed: {0},Marking module for deletion failed: {0},刪除的標記模塊失敗：{0}
mangoUI,ui.app.errorGettingPages,Error getting list of pages: {0},Error getting list of pages: {0},錯誤取得頁面列表：{0}
mangoUI,ui.app.errorGettingPage,Error getting page — {0},Error getting page — {0},錯誤取得頁面 -  {0}
mangoUI,ui.app.errorFirstValidationMsg,{0} — {1},{0} — {1},{0}  -  {1}
mangoUI,ui.app.errorFirstValidationMsgWithProp,"{0}, property ''{1}'' — {2}","{0}, property ''{1}'' — {2}",{0}，屬性''{1}'' -  {2}
mangoUI,ui.app.purgeSuccess,"{deletedPointValues} point samples deleted, {deletedEvents} events deleted","{deletedPointValues} point samples deleted, {deletedEvents} events deleted",{deletedpointValues}刪除點樣本，{deletedevents}事件已刪除
mangoUI,ui.app.eventPurgeSuccess,"{deleted, plural, =0{none to delete} =1{deleted 1 event} other{deleted # events}}","{deleted, plural, =0{none to delete} =1{deleted 1 event} other{deleted # events}}",{刪除，複數，= 0 {none delete} = 1 {刪除1事件}其他{刪除＃evest}}}}
mangoUI,ui.app.pointValuePurgeForSelectedPoints,Purge point values for selected data points,Purge point values for selected data points,所選資料點的清除點值
mangoUI,ui.app.mailingLists.notSaved,Mailing list not saved - {0},Mailing list not saved - {0},郵件列表未保存 -  {0}
mangoUI,ui.app.mailingLists.confirmDeleteList,Are you sure you want to delete the mailing list?,Are you sure you want to delete the mailing list?,您確定要刪除郵件列表嗎？
mangoUI,ui.app.mailingLists.deleted,Mailing list deleted,Mailing list deleted,郵件列表已刪除
mangoUI,ui.app.mailingLists.notDeleted,Mailing list not deleted,Mailing list not deleted,郵件列表未刪除
mangoUI,ui.app.virtualSerialPort.select,Select virtual serial port,Select virtual serial port,選擇虛擬串行埠號
mangoUI,ui.app.virtualSerialPort.new,New virtual serial port,New virtual serial port,新虛擬串行埠號
mangoUI,ui.app.virtualSerialPort.create,Create new virtual serial port,Create new virtual serial port,建立新的虛擬串行埠號
mangoUI,ui.app.virtualSerialPort.setup,Virtual serial port setup '{0}',Virtual serial port setup '{0}',虛擬串行埠號設定'{0}'
mangoUI,ui.app.virtualSerialPort.deleteConfirm,Are you sure you want to delete this serial port?,Are you sure you want to delete this serial port?,您確定要刪除此串行埠號嗎？
mangoUI,ui.app.virtualSerialPort.notSaved,Virtual serial port not saved - {0},Virtual serial port not saved - {0},虛擬串行埠號未保存 -  {0}
mangoUI,ui.app.virtualSerialPort.notRemoved,Virtual serial port not removed - {0},Virtual serial port not removed - {0},虛擬串行埠號未刪除 -  {0}
mangoUI,ui.app.mangoJavaScript,Mango JavaScript,Mango JavaScript, Mango JavaScript
mangoUI,ui.app.saveError,Error saving '{0}': {1},Error saving '{0}': {1},錯誤保存'{0}'：{1}
